"tag" "date" "stage" "origin" "fork_length_mm" "action"
"3877" "3877" 2022-05-10 "facility" "hatch" NA "tag"
"3878" "3878" 2022-05-10 "facility" "hatch" NA "tag"
"3879" "3879" 2022-05-10 "facility" "hatch" NA "tag"
"3880" "3880" 2022-05-10 "facility" "hatch" NA "tag"
"3881" "3881" 2022-05-10 "facility" "hatch" NA "tag"
"3882" "3882" 2022-05-10 "facility" "hatch" NA "tag"
"3883" "3883" 2022-05-10 "facility" "hatch" NA "tag"
"3884" "3884" 2022-05-10 "facility" "hatch" NA "tag"
"3885" "3885" 2022-05-10 "facility" "hatch" NA "tag"
"3886" "3886" 2022-05-10 "facility" "hatch" NA "tag"
"3887" "3887" 2022-05-10 "facility" "hatch" NA "tag"
"3888" "3888" 2022-05-10 "facility" "hatch" NA "tag"
"3889" "3889" 2022-05-10 "facility" "hatch" NA "tag"
"3890" "3890" 2022-05-10 "facility" "hatch" NA "tag"
"3891" "3891" 2022-05-10 "facility" "hatch" NA "tag"
"3892" "3892" 2022-05-10 "facility" "hatch" NA "tag"
"3893" "3893" 2022-05-10 "facility" "hatch" NA "tag"
"3894" "3894" 2022-05-10 "facility" "hatch" NA "tag"
"3895" "3895" 2022-05-10 "facility" "hatch" NA "tag"
"3896" "3896" 2022-05-10 "facility" "hatch" NA "tag"
"3897" "3897" 2022-05-10 "facility" "hatch" NA "tag"
"3898" "3898" 2022-05-10 "facility" "hatch" NA "tag"
"3899" "3899" 2022-05-10 "facility" "hatch" NA "tag"
"3900" "3900" 2022-05-10 "facility" "hatch" NA "tag"
"3901" "3901" 2022-05-10 "facility" "hatch" NA "tag"
"3902" "3902" 2022-05-10 "facility" "hatch" NA "tag"
"3903" "3903" 2022-05-10 "facility" "hatch" NA "tag"
"3904" "3904" 2022-05-10 "facility" "hatch" NA "tag"
"3905" "3905" 2022-05-10 "facility" "hatch" NA "tag"
"3906" "3906" 2022-05-10 "facility" "hatch" NA "tag"
"3907" "3907" 2022-05-10 "facility" "hatch" NA "tag"
"3908" "3908" 2022-05-10 "facility" "hatch" NA "tag"
"3909" "3909" 2022-05-10 "facility" "hatch" NA "tag"
"3910" "3910" 2022-05-10 "facility" "hatch" NA "tag"
"3911" "3911" 2022-05-10 "facility" "hatch" NA "tag"
"3912" "3912" 2022-05-10 "facility" "hatch" NA "tag"
"3913" "3913" 2022-05-10 "facility" "hatch" NA "tag"
"3914" "3914" 2022-05-10 "facility" "hatch" NA "tag"
"3915" "3915" 2022-05-10 "facility" "hatch" NA "tag"
"3916" "3916" 2022-05-10 "facility" "hatch" NA "tag"
"3917" "3917" 2022-05-10 "facility" "hatch" NA "tag"
"3918" "3918" 2022-05-10 "facility" "hatch" NA "tag"
"3919" "3919" 2022-05-10 "facility" "hatch" NA "tag"
"3920" "3920" 2022-05-10 "facility" "hatch" NA "tag"
"3921" "3921" 2022-05-10 "facility" "hatch" NA "tag"
"3922" "3922" 2022-05-10 "facility" "hatch" NA "tag"
"3923" "3923" 2022-05-10 "facility" "hatch" NA "tag"
"3924" "3924" 2022-05-10 "facility" "hatch" NA "tag"
"3925" "3925" 2022-05-10 "facility" "hatch" NA "tag"
"3926" "3926" 2022-05-10 "facility" "hatch" NA "tag"
"3927" "3927" 2022-05-10 "facility" "hatch" NA "tag"
"3928" "3928" 2022-05-10 "facility" "hatch" NA "tag"
"3929" "3929" 2022-05-10 "facility" "hatch" NA "tag"
"3930" "3930" 2022-05-10 "facility" "hatch" NA "tag"
"3931" "3931" 2022-05-10 "facility" "hatch" NA "tag"
"3932" "3932" 2022-05-10 "facility" "hatch" NA "tag"
"3933" "3933" 2022-05-10 "facility" "hatch" NA "tag"
"3934" "3934" 2022-05-10 "facility" "hatch" NA "tag"
"3935" "3935" 2022-05-10 "facility" "hatch" NA "tag"
"3936" "3936" 2022-05-10 "facility" "hatch" NA "tag"
"3937" "3937" 2022-05-10 "facility" "hatch" NA "tag"
"3938" "3938" 2022-05-10 "facility" "hatch" NA "tag"
"3939" "3939" 2022-05-10 "facility" "hatch" NA "tag"
"3940" "3940" 2022-05-10 "facility" "hatch" NA "tag"
"3941" "3941" 2022-05-10 "facility" "hatch" NA "tag"
"3942" "3942" 2022-05-10 "facility" "hatch" NA "tag"
"3943" "3943" 2022-05-10 "facility" "hatch" NA "tag"
"3944" "3944" 2022-05-10 "facility" "hatch" NA "tag"
"3945" "3945" 2022-05-10 "facility" "hatch" NA "tag"
"3946" "3946" 2022-05-10 "facility" "hatch" NA "tag"
"3947" "3947" 2022-05-10 "facility" "hatch" NA "tag"
"3948" "3948" 2022-05-10 "facility" "hatch" NA "tag"
"3949" "3949" 2022-05-10 "facility" "hatch" NA "tag"
"3950" "3950" 2022-05-10 "facility" "hatch" NA "tag"
"3951" "3951" 2022-05-10 "facility" "hatch" NA "tag"
"3952" "3952" 2022-05-10 "facility" "hatch" NA "tag"
"3953" "3953" 2022-05-10 "facility" "hatch" NA "tag"
"3954" "3954" 2022-05-10 "facility" "hatch" NA "tag"
"3955" "3955" 2022-05-10 "facility" "hatch" NA "tag"
"3956" "3956" 2022-05-10 "facility" "hatch" NA "tag"
"3957" "3957" 2022-05-10 "facility" "hatch" NA "tag"
"3958" "3958" 2022-05-10 "facility" "hatch" NA "tag"
"3959" "3959" 2022-05-10 "facility" "hatch" NA "tag"
"3960" "3960" 2022-05-10 "facility" "hatch" NA "tag"
"3961" "3961" 2022-05-10 "facility" "hatch" NA "tag"
"3962" "3962" 2022-05-10 "facility" "hatch" NA "tag"
"3963" "3963" 2022-05-10 "facility" "hatch" NA "tag"
"3964" "3964" 2022-05-10 "facility" "hatch" NA "tag"
"3965" "3965" 2022-05-10 "facility" "hatch" NA "tag"
"3966" "3966" 2022-05-10 "facility" "hatch" NA "tag"
"3967" "3967" 2022-05-10 "facility" "hatch" NA "tag"
"3968" "3968" 2022-05-10 "facility" "hatch" NA "tag"
"3969" "3969" 2022-05-10 "facility" "hatch" NA "tag"
"3970" "3970" 2022-05-10 "facility" "hatch" NA "tag"
"3971" "3971" 2022-05-10 "facility" "hatch" NA "tag"
"3972" "3972" 2022-05-10 "facility" "hatch" NA "tag"
"3973" "3973" 2022-05-10 "facility" "hatch" NA "tag"
"3974" "3974" 2022-05-10 "facility" "hatch" NA "tag"
"3975" "3975" 2022-05-10 "facility" "hatch" NA "tag"
"3976" "3976" 2022-05-10 "facility" "hatch" NA "tag"
"3977" "3977" 2022-05-10 "facility" "hatch" NA "tag"
"3978" "3978" 2022-05-10 "facility" "hatch" NA "tag"
"3979" "3979" 2022-05-10 "facility" "hatch" NA "tag"
"3980" "3980" 2022-05-10 "facility" "hatch" NA "tag"
"3981" "3981" 2022-05-10 "facility" "hatch" NA "tag"
"3982" "3982" 2022-05-10 "facility" "hatch" NA "tag"
"3983" "3983" 2022-05-10 "facility" "hatch" NA "tag"
"3984" "3984" 2022-05-10 "facility" "hatch" NA "tag"
"3985" "3985" 2022-05-10 "facility" "hatch" NA "tag"
"3986" "3986" 2022-05-10 "facility" "hatch" NA "tag"
"3987" "3987" 2022-05-10 "facility" "hatch" NA "tag"
"3988" "3988" 2022-05-10 "facility" "hatch" NA "tag"
"3989" "3989" 2022-05-10 "facility" "hatch" NA "tag"
"3990" "3990" 2022-05-10 "facility" "hatch" NA "tag"
"3991" "3991" 2022-05-10 "facility" "hatch" NA "tag"
"3992" "3992" 2022-05-10 "facility" "hatch" NA "tag"
"3993" "3993" 2022-05-10 "facility" "hatch" NA "tag"
"3994" "3994" 2022-05-10 "facility" "hatch" NA "tag"
"3995" "3995" 2022-05-10 "facility" "hatch" NA "tag"
"3996" "3996" 2022-05-10 "facility" "hatch" NA "tag"
"3997" "3997" 2022-05-10 "facility" "hatch" NA "tag"
"3998" "3998" 2022-05-10 "facility" "hatch" NA "tag"
"3999" "3999" 2022-05-10 "facility" "hatch" NA "tag"
"4000" "4000" 2022-05-10 "facility" "hatch" NA "tag"
"4001" "4001" 2022-05-10 "facility" "hatch" NA "tag"
"4002" "4002" 2022-05-10 "facility" "hatch" NA "tag"
"4003" "4003" 2022-05-10 "facility" "hatch" NA "tag"
"4004" "4004" 2022-05-10 "facility" "hatch" NA "tag"
"4005" "4005" 2022-05-10 "facility" "hatch" NA "tag"
"4006" "4006" 2022-05-10 "facility" "hatch" NA "tag"
"4007" "4007" 2022-05-10 "facility" "hatch" NA "tag"
"4008" "4008" 2022-05-10 "facility" "hatch" NA "tag"
"4009" "4009" 2022-05-10 "facility" "hatch" NA "tag"
"4010" "4010" 2022-05-10 "facility" "hatch" NA "tag"
"4011" "4011" 2022-05-10 "facility" "hatch" NA "tag"
"4012" "4012" 2022-05-10 "facility" "hatch" NA "tag"
"4013" "4013" 2022-05-10 "facility" "hatch" NA "tag"
"4014" "4014" 2022-05-10 "facility" "hatch" NA "tag"
"4015" "4015" 2022-05-10 "facility" "hatch" NA "tag"
"4016" "4016" 2022-05-10 "facility" "hatch" NA "tag"
"4017" "4017" 2022-05-10 "facility" "hatch" NA "tag"
"4018" "4018" 2022-05-10 "facility" "hatch" NA "tag"
"4019" "4019" 2022-05-10 "facility" "hatch" NA "tag"
"4020" "4020" 2022-05-10 "facility" "hatch" NA "tag"
"4021" "4021" 2022-05-10 "facility" "hatch" NA "tag"
"4022" "4022" 2022-05-10 "facility" "hatch" NA "tag"
"4023" "4023" 2022-05-10 "facility" "hatch" NA "tag"
"4024" "4024" 2022-05-10 "facility" "hatch" NA "tag"
"4025" "4025" 2022-05-10 "facility" "hatch" NA "tag"
"4026" "4026" 2022-05-10 "facility" "hatch" NA "tag"
"4027" "4027" 2022-05-10 "facility" "hatch" NA "tag"
"4028" "4028" 2022-05-10 "facility" "hatch" NA "tag"
"4029" "4029" 2022-05-10 "facility" "hatch" NA "tag"
"4030" "4030" 2022-05-10 "facility" "hatch" NA "tag"
"4031" "4031" 2022-05-10 "facility" "hatch" NA "tag"
"4032" "4032" 2022-05-10 "facility" "hatch" NA "tag"
"4033" "4033" 2022-05-10 "facility" "hatch" NA "tag"
"4034" "4034" 2022-05-10 "facility" "hatch" NA "tag"
"4035" "4035" 2022-05-10 "facility" "hatch" NA "tag"
"4036" "4036" 2022-05-10 "facility" "hatch" NA "tag"
"4037" "4037" 2022-05-10 "facility" "hatch" NA "tag"
"4038" "4038" 2022-05-10 "facility" "hatch" NA "tag"
"4039" "4039" 2022-05-10 "facility" "hatch" NA "tag"
"4040" "4040" 2022-05-10 "facility" "hatch" NA "tag"
"4041" "4041" 2022-05-10 "facility" "hatch" NA "tag"
"4042" "4042" 2022-05-10 "facility" "hatch" NA "tag"
"4043" "4043" 2022-05-10 "facility" "hatch" NA "tag"
"4044" "4044" 2022-05-10 "facility" "hatch" NA "tag"
"4045" "4045" 2022-05-10 "facility" "hatch" NA "tag"
"4046" "4046" 2022-05-10 "facility" "hatch" NA "tag"
"4047" "4047" 2022-05-10 "facility" "hatch" NA "tag"
"4048" "4048" 2022-05-10 "facility" "hatch" NA "tag"
"4049" "4049" 2022-05-10 "facility" "hatch" NA "tag"
"4050" "4050" 2022-05-10 "facility" "hatch" NA "tag"
"4051" "4051" 2022-05-10 "facility" "hatch" NA "tag"
"4052" "4052" 2022-05-10 "facility" "hatch" NA "tag"
"4053" "4053" 2022-05-10 "facility" "hatch" NA "tag"
"4054" "4054" 2022-05-10 "facility" "hatch" NA "tag"
"4055" "4055" 2022-05-10 "facility" "hatch" NA "tag"
"4056" "4056" 2022-05-10 "facility" "hatch" NA "tag"
"4057" "4057" 2022-05-10 "facility" "hatch" NA "tag"
"4058" "4058" 2022-05-10 "facility" "hatch" NA "tag"
"4059" "4059" 2022-05-10 "facility" "hatch" NA "tag"
"4060" "4060" 2022-05-10 "facility" "hatch" NA "tag"
"4061" "4061" 2022-05-10 "facility" "hatch" NA "tag"
"4062" "4062" 2022-05-10 "facility" "hatch" NA "tag"
"4063" "4063" 2022-05-10 "facility" "hatch" NA "tag"
"4064" "4064" 2022-05-10 "facility" "hatch" NA "tag"
"4065" "4065" 2022-05-10 "facility" "hatch" NA "tag"
"4066" "4066" 2022-05-10 "facility" "hatch" NA "tag"
"4067" "4067" 2022-05-10 "facility" "hatch" NA "tag"
"4068" "4068" 2022-05-10 "facility" "hatch" NA "tag"
"4069" "4069" 2022-05-10 "facility" "hatch" NA "tag"
"4070" "4070" 2022-05-10 "facility" "hatch" NA "tag"
"4071" "4071" 2022-05-10 "facility" "hatch" NA "tag"
"4072" "4072" 2022-05-10 "facility" "hatch" NA "tag"
"4073" "4073" 2022-05-10 "facility" "hatch" NA "tag"
"4074" "4074" 2022-05-10 "facility" "hatch" NA "tag"
"4075" "4075" 2022-05-10 "facility" "hatch" NA "tag"
"4076" "4076" 2022-05-10 "facility" "hatch" NA "tag"
"4077" "4077" 2022-05-10 "facility" "hatch" NA "tag"
"4078" "4078" 2022-05-10 "facility" "hatch" NA "tag"
"4079" "4079" 2022-05-10 "facility" "hatch" NA "tag"
"4080" "4080" 2022-05-10 "facility" "hatch" NA "tag"
"4081" "4081" 2022-05-10 "facility" "hatch" NA "tag"
"4082" "4082" 2022-05-10 "facility" "hatch" NA "tag"
"4083" "4083" 2022-05-10 "facility" "hatch" NA "tag"
"4084" "4084" 2022-05-10 "facility" "hatch" NA "tag"
"4085" "4085" 2022-05-10 "facility" "hatch" NA "tag"
"4086" "4086" 2022-05-10 "facility" "hatch" NA "tag"
"4087" "4087" 2022-05-10 "facility" "hatch" NA "tag"
"4088" "4088" 2022-05-10 "facility" "hatch" NA "tag"
"4089" "4089" 2022-05-10 "facility" "hatch" NA "tag"
"4090" "4090" 2022-05-10 "facility" "hatch" NA "tag"
"4091" "4091" 2022-05-10 "facility" "hatch" NA "tag"
"4092" "4092" 2022-05-10 "facility" "hatch" NA "tag"
"4093" "4093" 2022-05-10 "facility" "hatch" NA "tag"
"4094" "4094" 2022-05-10 "facility" "hatch" NA "tag"
"4095" "4095" 2022-05-10 "facility" "hatch" NA "tag"
"4096" "4096" 2022-05-10 "facility" "hatch" NA "tag"
"4097" "4097" 2022-05-10 "facility" "hatch" NA "tag"
"4098" "4098" 2022-05-10 "facility" "hatch" NA "tag"
"4099" "4099" 2022-05-10 "facility" "hatch" NA "tag"
"4100" "4100" 2022-05-10 "facility" "hatch" NA "tag"
"4101" "4101" 2022-05-10 "facility" "hatch" NA "tag"
"4102" "4102" 2022-05-10 "facility" "hatch" NA "tag"
"4103" "4103" 2022-05-10 "facility" "hatch" NA "tag"
"4104" "4104" 2022-05-10 "facility" "hatch" NA "tag"
"4105" "4105" 2022-05-10 "facility" "hatch" NA "tag"
"4106" "4106" 2022-05-10 "facility" "hatch" NA "tag"
"4107" "4107" 2022-05-10 "facility" "hatch" NA "tag"
"4108" "4108" 2022-05-10 "facility" "hatch" NA "tag"
"4109" "4109" 2022-05-10 "facility" "hatch" NA "tag"
"4110" "4110" 2022-05-10 "facility" "hatch" NA "tag"
"4111" "4111" 2022-05-10 "facility" "hatch" NA "tag"
"4112" "4112" 2022-05-10 "facility" "hatch" NA "tag"
"4113" "4113" 2022-05-10 "facility" "hatch" NA "tag"
"4114" "4114" 2022-05-10 "facility" "hatch" NA "tag"
"4115" "4115" 2022-05-10 "facility" "hatch" NA "tag"
"4116" "4116" 2022-05-10 "facility" "hatch" NA "tag"
"4117" "4117" 2022-05-10 "facility" "hatch" NA "tag"
"4118" "4118" 2022-05-10 "facility" "hatch" NA "tag"
"4119" "4119" 2022-05-10 "facility" "hatch" NA "tag"
"4120" "4120" 2022-05-10 "facility" "hatch" NA "tag"
"4121" "4121" 2022-05-10 "facility" "hatch" NA "tag"
"4122" "4122" 2022-05-10 "facility" "hatch" NA "tag"
"4123" "4123" 2022-05-10 "facility" "hatch" NA "tag"
"4124" "4124" 2022-05-10 "facility" "hatch" NA "tag"
"4125" "4125" 2022-05-10 "facility" "hatch" NA "tag"
"4126" "4126" 2022-05-10 "facility" "hatch" NA "tag"
"4127" "4127" 2022-05-10 "facility" "hatch" NA "tag"
"4128" "4128" 2022-05-10 "facility" "hatch" NA "tag"
"4129" "4129" 2022-05-10 "facility" "hatch" NA "tag"
"4130" "4130" 2022-05-10 "facility" "hatch" NA "tag"
"4131" "4131" 2022-05-10 "facility" "hatch" NA "tag"
"4132" "4132" 2022-05-10 "facility" "hatch" NA "tag"
"4133" "4133" 2022-05-10 "facility" "hatch" NA "tag"
"4134" "4134" 2022-05-10 "facility" "hatch" NA "tag"
"4135" "4135" 2022-05-10 "facility" "hatch" NA "tag"
"4136" "4136" 2022-05-10 "facility" "hatch" NA "tag"
"4137" "4137" 2022-05-10 "facility" "hatch" NA "tag"
"4138" "4138" 2022-05-10 "facility" "hatch" NA "tag"
"4139" "4139" 2022-05-10 "facility" "hatch" NA "tag"
"4140" "4140" 2022-05-10 "facility" "hatch" NA "tag"
"4141" "4141" 2022-05-10 "facility" "hatch" NA "tag"
"4142" "4142" 2022-05-10 "facility" "hatch" NA "tag"
"4143" "4143" 2022-05-10 "facility" "hatch" NA "tag"
"4144" "4144" 2022-05-10 "facility" "hatch" NA "tag"
"4145" "4145" 2022-05-10 "facility" "hatch" NA "tag"
"4146" "4146" 2022-05-10 "facility" "hatch" NA "tag"
"4147" "4147" 2022-05-10 "facility" "hatch" NA "tag"
"4148" "4148" 2022-05-10 "facility" "hatch" NA "tag"
"4149" "4149" 2022-05-10 "facility" "hatch" NA "tag"
"4150" "4150" 2022-05-10 "facility" "hatch" NA "tag"
"4151" "4151" 2022-05-10 "facility" "hatch" NA "tag"
"4152" "4152" 2022-05-10 "facility" "hatch" NA "tag"
"4153" "4153" 2022-05-10 "facility" "hatch" NA "tag"
"4154" "4154" 2022-05-10 "facility" "hatch" NA "tag"
"4155" "4155" 2022-05-10 "facility" "hatch" NA "tag"
"4156" "4156" 2022-05-10 "facility" "hatch" NA "tag"
"4157" "4157" 2022-05-10 "facility" "hatch" NA "tag"
"4158" "4158" 2022-05-10 "facility" "hatch" NA "tag"
"4159" "4159" 2022-05-10 "facility" "hatch" NA "tag"
"4160" "4160" 2022-05-10 "facility" "hatch" NA "tag"
"4161" "4161" 2022-05-10 "facility" "hatch" NA "tag"
"4162" "4162" 2022-05-10 "facility" "hatch" NA "tag"
"4163" "4163" 2022-05-10 "facility" "hatch" NA "tag"
"4164" "4164" 2022-05-10 "facility" "hatch" NA "tag"
"4165" "4165" 2022-05-10 "facility" "hatch" NA "tag"
"4166" "4166" 2022-05-10 "facility" "hatch" NA "tag"
"4167" "4167" 2022-05-10 "facility" "hatch" NA "tag"
"4168" "4168" 2022-05-10 "facility" "hatch" NA "tag"
"4169" "4169" 2022-05-10 "facility" "hatch" NA "tag"
"4170" "4170" 2022-05-10 "facility" "hatch" NA "tag"
"4171" "4171" 2022-05-10 "facility" "hatch" NA "tag"
"4172" "4172" 2022-05-10 "facility" "hatch" NA "tag"
"4173" "4173" 2022-05-10 "facility" "hatch" NA "tag"
"4174" "4174" 2022-05-10 "facility" "hatch" NA "tag"
"4175" "4175" 2022-05-10 "facility" "hatch" NA "tag"
"4176" "4176" 2022-05-10 "facility" "hatch" NA "tag"
"4177" "4177" 2022-05-10 "facility" "hatch" NA "tag"
"4178" "4178" 2022-05-10 "facility" "hatch" NA "tag"
"4179" "4179" 2022-05-10 "facility" "hatch" NA "tag"
"4180" "4180" 2022-05-10 "facility" "hatch" NA "tag"
"4181" "4181" 2022-05-10 "facility" "hatch" NA "tag"
"4182" "4182" 2022-05-10 "facility" "hatch" NA "tag"
"4183" "4183" 2022-05-10 "facility" "hatch" NA "tag"
"4184" "4184" 2022-05-10 "facility" "hatch" NA "tag"
"4185" "4185" 2022-05-10 "facility" "hatch" NA "tag"
"4186" "4186" 2022-05-10 "facility" "hatch" NA "tag"
"4187" "4187" 2022-05-10 "facility" "hatch" NA "tag"
"4188" "4188" 2022-05-10 "facility" "hatch" NA "tag"
"4189" "4189" 2022-05-10 "facility" "hatch" NA "tag"
"4190" "4190" 2022-05-10 "facility" "hatch" NA "tag"
"4191" "4191" 2022-05-10 "facility" "hatch" NA "tag"
"4192" "4192" 2022-05-10 "facility" "hatch" NA "tag"
"4193" "4193" 2022-05-10 "facility" "hatch" NA "tag"
"4194" "4194" 2022-05-10 "facility" "hatch" NA "tag"
"4195" "4195" 2022-05-10 "facility" "hatch" NA "tag"
"4196" "4196" 2022-05-10 "facility" "hatch" NA "tag"
"4197" "4197" 2022-05-10 "facility" "hatch" NA "tag"
"4198" "4198" 2022-05-10 "facility" "hatch" NA "tag"
"4199" "4199" 2022-05-10 "facility" "hatch" NA "tag"
"4200" "4200" 2022-05-10 "facility" "hatch" NA "tag"
"4201" "4201" 2022-05-10 "facility" "hatch" NA "tag"
"4202" "4202" 2022-05-10 "facility" "hatch" NA "tag"
"4203" "4203" 2022-05-10 "facility" "hatch" NA "tag"
"4204" "4204" 2022-05-10 "facility" "hatch" NA "tag"
"4205" "4205" 2022-05-10 "facility" "hatch" NA "tag"
"4206" "4206" 2022-05-10 "facility" "hatch" NA "tag"
"4207" "4207" 2022-05-10 "facility" "hatch" NA "tag"
"4208" "4208" 2022-05-10 "facility" "hatch" NA "tag"
"4209" "4209" 2022-05-10 "facility" "hatch" NA "tag"
"4210" "4210" 2022-05-10 "facility" "hatch" NA "tag"
"4211" "4211" 2022-05-10 "facility" "hatch" NA "tag"
"4212" "4212" 2022-05-10 "facility" "hatch" NA "tag"
"4213" "4213" 2022-05-10 "facility" "hatch" NA "tag"
"4214" "4214" 2022-05-10 "facility" "hatch" NA "tag"
"4215" "4215" 2022-05-10 "facility" "hatch" NA "tag"
"4216" "4216" 2022-05-10 "facility" "hatch" NA "tag"
"4217" "4217" 2022-05-10 "facility" "hatch" NA "tag"
"4218" "4218" 2022-05-10 "facility" "hatch" NA "tag"
"4219" "4219" 2022-05-10 "facility" "hatch" NA "tag"
"4220" "4220" 2022-05-10 "facility" "hatch" NA "tag"
"4221" "4221" 2022-05-10 "facility" "hatch" NA "tag"
"4222" "4222" 2022-05-10 "facility" "hatch" NA "tag"
"4223" "4223" 2022-05-10 "facility" "hatch" NA "tag"
"4224" "4224" 2022-05-10 "facility" "hatch" NA "tag"
"4225" "4225" 2022-05-10 "facility" "hatch" NA "tag"
"4226" "4226" 2022-05-10 "facility" "hatch" NA "tag"
"4227" "4227" 2022-05-10 "facility" "hatch" NA "tag"
"4228" "4228" 2022-05-10 "facility" "hatch" NA "tag"
"4229" "4229" 2022-05-10 "facility" "hatch" NA "tag"
"4230" "4230" 2022-05-10 "facility" "hatch" NA "tag"
"4231" "4231" 2022-05-10 "facility" "hatch" NA "tag"
"4232" "4232" 2022-05-10 "facility" "hatch" NA "tag"
"4233" "4233" 2022-05-10 "facility" "hatch" NA "tag"
"4234" "4234" 2022-05-10 "facility" "hatch" NA "tag"
"4235" "4235" 2022-05-10 "facility" "hatch" NA "tag"
"4236" "4236" 2022-05-10 "facility" "hatch" NA "tag"
"4237" "4237" 2022-05-10 "facility" "hatch" NA "tag"
"4238" "4238" 2022-05-10 "facility" "hatch" NA "tag"
"4239" "4239" 2022-05-10 "facility" "hatch" NA "tag"
"4240" "4240" 2022-05-10 "facility" "hatch" NA "tag"
"4241" "4241" 2022-05-10 "facility" "hatch" NA "tag"
"4242" "4242" 2022-05-10 "facility" "hatch" NA "tag"
"4243" "4243" 2022-05-10 "facility" "hatch" NA "tag"
"4244" "4244" 2022-05-10 "facility" "hatch" NA "tag"
"4245" "4245" 2022-05-10 "facility" "hatch" NA "tag"
"4246" "4246" 2022-05-10 "facility" "hatch" NA "tag"
"4247" "4247" 2022-05-10 "facility" "hatch" NA "tag"
"4248" "4248" 2022-05-10 "facility" "hatch" NA "tag"
"4249" "4249" 2022-05-10 "facility" "hatch" NA "tag"
"4250" "4250" 2022-05-10 "facility" "hatch" NA "tag"
"4251" "4251" 2022-05-10 "facility" "hatch" NA "tag"
"4252" "4252" 2022-05-10 "facility" "hatch" NA "tag"
"4253" "4253" 2022-05-10 "facility" "hatch" NA "tag"
"4254" "4254" 2022-05-10 "facility" "hatch" NA "tag"
"4255" "4255" 2022-05-10 "facility" "hatch" NA "tag"
"4256" "4256" 2022-05-10 "facility" "hatch" NA "tag"
"4257" "4257" 2022-05-10 "facility" "hatch" NA "tag"
"4258" "4258" 2022-05-10 "facility" "hatch" NA "tag"
"4259" "4259" 2022-05-10 "facility" "hatch" NA "tag"
"4260" "4260" 2022-05-10 "facility" "hatch" NA "tag"
"4261" "4261" 2022-05-10 "facility" "hatch" NA "tag"
"4262" "4262" 2022-05-10 "facility" "hatch" NA "tag"
"4263" "4263" 2022-05-10 "facility" "hatch" NA "tag"
"4264" "4264" 2022-05-10 "facility" "hatch" NA "tag"
"4265" "4265" 2022-05-10 "facility" "hatch" NA "tag"
"4266" "4266" 2022-05-10 "facility" "hatch" NA "tag"
"4267" "4267" 2022-05-10 "facility" "hatch" NA "tag"
"4268" "4268" 2022-05-10 "facility" "hatch" NA "tag"
"4269" "4269" 2022-05-10 "facility" "hatch" NA "tag"
"4270" "4270" 2022-05-10 "facility" "hatch" NA "tag"
"4271" "4271" 2022-05-10 "facility" "hatch" NA "tag"
"4272" "4272" 2022-05-10 "facility" "hatch" NA "tag"
"4273" "4273" 2022-05-10 "facility" "hatch" NA "tag"
"4274" "4274" 2022-05-10 "facility" "hatch" NA "tag"
"4275" "4275" 2022-05-10 "facility" "hatch" NA "tag"
"4276" "4276" 2022-05-10 "facility" "hatch" NA "tag"
"4277" "4277" 2022-05-10 "facility" "hatch" NA "tag"
"4278" "4278" 2022-05-10 "facility" "hatch" NA "tag"
"4279" "4279" 2022-05-10 "facility" "hatch" NA "tag"
"4280" "4280" 2022-05-10 "facility" "hatch" NA "tag"
"4281" "4281" 2022-05-10 "facility" "hatch" NA "tag"
"4282" "4282" 2022-05-10 "facility" "hatch" NA "tag"
"4283" "4283" 2022-05-10 "facility" "hatch" NA "tag"
"4284" "4284" 2022-05-10 "facility" "hatch" NA "tag"
"4285" "4285" 2022-05-10 "facility" "hatch" NA "tag"
"4286" "4286" 2022-05-10 "facility" "hatch" NA "tag"
"4287" "4287" 2022-05-10 "facility" "hatch" NA "tag"
"4288" "4288" 2022-05-10 "facility" "hatch" NA "tag"
"4289" "4289" 2022-05-10 "facility" "hatch" NA "tag"
"4290" "4290" 2022-05-10 "facility" "hatch" NA "tag"
"4291" "4291" 2022-05-10 "facility" "hatch" NA "tag"
"4292" "4292" 2022-05-10 "facility" "hatch" NA "tag"
"4293" "4293" 2022-05-10 "facility" "hatch" NA "tag"
"4294" "4294" 2022-05-10 "facility" "hatch" NA "tag"
"4295" "4295" 2022-05-10 "facility" "hatch" NA "tag"
"4296" "4296" 2022-05-10 "facility" "hatch" NA "tag"
"4297" "4297" 2022-05-10 "facility" "hatch" NA "tag"
"4298" "4298" 2022-05-10 "facility" "hatch" NA "tag"
"4299" "4299" 2022-05-10 "facility" "hatch" NA "tag"
"4300" "4300" 2022-05-10 "facility" "hatch" NA "tag"
"4301" "4301" 2022-05-10 "facility" "hatch" NA "tag"
"4302" "4302" 2022-05-10 "facility" "hatch" NA "tag"
"4303" "4303" 2022-05-10 "facility" "hatch" NA "tag"
"4304" "4304" 2022-05-10 "facility" "hatch" NA "tag"
"4305" "4305" 2022-05-10 "facility" "hatch" NA "tag"
"4306" "4306" 2022-05-10 "facility" "hatch" NA "tag"
"4307" "4307" 2022-05-10 "facility" "hatch" NA "tag"
"4308" "4308" 2022-05-10 "facility" "hatch" NA "tag"
"4309" "4309" 2022-05-10 "facility" "hatch" NA "tag"
"4310" "4310" 2022-05-10 "facility" "hatch" NA "tag"
"4311" "4311" 2022-05-10 "facility" "hatch" NA "tag"
"4312" "4312" 2022-05-10 "facility" "hatch" NA "tag"
