date,watershed,river,site,method,local,water_temp_start,fork_length_mm,annoted_species,confirmed_species,tag_id_long
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,72,ck,chinook,989.001042004640
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,70,ck,chinook,989.001042004678
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,71,ck,chinook,989.001038865754
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,77,ck,chinook,989.001006674798
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,74,ck,chinook,989.001042004662
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,67,ck,chinook,989.001042049093
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,72,ck,chinook,989.001038865759
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,79,ck,chinook,989.001038865727
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,75,ck,chinook,989.001042049057
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,73,ck,chinook,989.001038865815
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,73,ck,chinook,989.001042004684
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,73,ck,chinook,989.001038865785
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,72,ck,chinook,989.001042004714
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,73,ck,chinook,989.001042004716
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,85,ck,chinook,989.001042049103
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,73,ck,chinook,989.001038865807
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,80,ck,chinook,989.001042003161
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,87,ck,chinook,989.001038865782
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,73,ck,chinook,989.001038865750
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,70,ck,chinook,989.001038865790
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,84,ck,chinook,989.001042049110
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,69,ck,chinook,989.001042004670
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,80,ck,chinook,989.001038865799
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,78,ck,chinook,989.001042049075
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,71,ck,chinook,989.001006674802
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,70,ck,chinook,989.001042004717
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,73,ck,chinook,989.001042004692
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,73,ck,chinook,989.001042004668
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,68,ck,chinook,989.001038865788
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,78,ck,chinook,989.001038865734
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,70,ck,chinook,989.001038865749
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,82,ck,chinook,989.001038865742
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,74,ck,chinook,989.001038865806
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,78,ck,chinook,989.001042004723
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,77,ck,chinook,989.001042049074
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,83,ck,chinook,989.001006674860
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,73,ck,chinook,989.001042049130
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,78,ck,chinook,989.001042004683
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,81,ck,chinook,989.001006674844
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,76,ck,chinook,989.001042004712
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,65,ck,chinook,989.001038865763
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,71,ck,chinook,989.001038865739
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,74,ck,chinook,989.001042004710
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,71,ck,chinook,989.001038865775
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,70,ck,chinook,989.001042049155
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,73,ck,chinook,989.001038865797
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,70,ck,chinook,989.001038865718
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,77,ck,chinook,989.001038865722
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,75,ck,chinook,989.001042049094
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,73,ck,chinook,989.001042049102
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,72,ck,chinook,989.001038865792
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,83,ck,chinook,989.001038865737
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,73,ck,chinook,989.001042004702
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,71,ck,chinook,989.001042004733
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,81,ck,chinook,989.001042004688
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,74,ck,chinook,989.001042049129
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,71,ck,chinook,989.001042004649
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,72,ck,chinook,989.001042049147
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,72,ck,chinook,989.001042004638
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,75,ck,chinook,989.001042004681
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,74,ck,chinook,989.001042004721
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,67,ck,chinook,989.001038865771
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,77,ck,chinook,989.001042004653
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,73,ck,chinook,989.001042004648
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,75,ck,chinook,989.001006674807
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,78,ck,chinook,989.001042004645
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,68,ck,chinook,989.001042049095
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,68,ck,chinook,989.001038865738
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,69,ck,chinook,989.001042004727
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,82,ck,chinook,989.001038865804
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,78,ck,chinook,989.001042049137
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,78,ck,chinook,989.001006674836
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,71,ck,chinook,989.001042004722
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,73,ck,chinook,989.001042004642
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,75,ck,chinook,989.001042049111
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,70,ck,chinook,989.001038865752
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,74,ck,chinook,989.001042004675
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,72,ck,chinook,989.001042049090
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,65,ck,chinook,989.001042049122
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,83,ck,chinook,989.001042049123
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,76,ck,chinook,989.001042049114
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,70,ck,chinook,989.001038865814
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,72,ck,chinook,989.001042004685
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,76,ck,chinook,989.001042049066
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,70,ck,chinook,989.001006674867
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,75,ck,chinook,989.001042049141
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,69,ck,chinook,989.001042004694
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,66,ck,chinook,989.001042004697
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,78,ck,chinook,989.001006674822
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,73,ck,chinook,989.001042004701
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,72,ck,chinook,989.001042004726
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,70,ck,chinook,989.001042049073
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,72,ck,chinook,989.001042004679
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,70,ck,chinook,989.001006674768
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,75,ck,chinook,989.001042049149
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,78,ck,chinook,989.001042049151
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,79,ck,chinook,989.001038865724
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,75,ck,chinook,989.001042049067
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,80,ck,chinook,989.001042049117
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,72,ck,chinook,989.001038865731
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,72,ck,chinook,989.001038865784
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,83,ck,chinook,989.001038865778
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,77,ck,chinook,989.001042004729
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,72,ck,chinook,989.001042049113
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,75,ck,chinook,989.001042004699
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,77,ck,chinook,989.001042049152
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,75,ck,chinook,989.001042049097
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,80,ck,chinook,989.001042004659
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,74,ck,chinook,989.001006674852
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,,ck,chinook,989.001042049131
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,74,ck,chinook,989.001042004731
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,72,ck,chinook,989.001042049140
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,75,ck,chinook,989.001042049146
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,76,ck,chinook,989.001042004713
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,77,ck,chinook,989.001042049124
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,80,ck,chinook,989.001042049105
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,74,ck,chinook,989.001038865735
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,80,ck,chinook,989.001042004700
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,73,ck,chinook,989.001006674866
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,68,ck,chinook,989.001042049138
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,75,ck,chinook,989.001042004708
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,71,ck,chinook,989.001006674805
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,73,ck,chinook,989.001006674855
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,72,ck,chinook,989.001042004724
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,74,ck,chinook,989.001042004665
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,78,ck,chinook,989.001038865779
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,77,ck,chinook,989.001042049059
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,77,ck,chinook,989.001042049077
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,80,ck,chinook,989.001038865791
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,78,ck,chinook,989.001042049082
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,72,ck,chinook,989.001042049107
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,73,ck,chinook,989.001042049072
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,82,ck,chinook,989.001042049118
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,76,ck,chinook,989.001042049127
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,75,ck,chinook,989.001042004695
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,81,ck,chinook,989.001042049086
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,78,ck,chinook,989.001042004730
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,72,ck,chinook,989.001042049063
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,78,ck,chinook,989.001038865770
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,68,ck,chinook,989.001042049153
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,73,ck,chinook,989.001038865719
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,68,ck,chinook,989.001038865812
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,80,ck,chinook,989.001042004689
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,70,ck,chinook,989.001042049101
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,81,ck,chinook,989.001006674845
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,69,ck,chinook,989.001038865793
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,78,ck,chinook,989.001042049079
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,76,ck,chinook,989.001042049083
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,66,ck,chinook,989.001042049134
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,65,ck,chinook,989.001038865747
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,85,ck,chinook,989.001042049081
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,72,ck,chinook,989.001038865813
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,74,ck,chinook,989.001042002515
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,70,ck,chinook,989.001038865732
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,72,ck,chinook,989.001038865743
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,72,ck,chinook,989.001038865753
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,79,ck,chinook,989.001042004666
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,67,ck,chinook,989.001042004686
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,70,ck,chinook,989.001038865761
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,70,ck,chinook,989.001042004671
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,82,ck,chinook,989.001042049126
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,85,ck,chinook,989.001042049088
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,66,ck,chinook,989.001042004687
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,74,ck,chinook,989.001006674857
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,68,ck,chinook,989.001038865781
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,71,ck,chinook,989.001042004660
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,75,ck,chinook,989.001006674770
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,75,ck,chinook,989.001042004647
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,70,ck,chinook,989.001006674849
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,70,ck,chinook,989.001038865767
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,77,ck,chinook,989.001006674818
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,78,ck,chinook,989.001042004673
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,68,ck,chinook,989.001042004663
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,81,ck,chinook,989.001042004664
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,71,ck,chinook,989.001006674824
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,78,ck,chinook,989.001042049128
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,74,ck,chinook,989.001038865740
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,71,ck,chinook,989.001042049091
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,77,ck,chinook,989.001042004639
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,72,ck,chinook,989.001038865796
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,70,ck,chinook,989.001042049065
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,73,ck,chinook,989.001038865801
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,75,ck,chinook,989.001042049104
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,71,ck,chinook,989.001038865723
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,69,ck,chinook,989.001042049125
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,74,ck,chinook,989.001042004715
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,75,ck,chinook,989.001006674787
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,72,ck,chinook,989.001038865769
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,70,ck,chinook,989.001042004691
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,73,ck,chinook,989.001038865762
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,72,ck,chinook,989.001042004651
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,84,ck,chinook,989.001038865751
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,68,ck,chinook,989.001038865803
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,83,ck,chinook,989.001042004706
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,70,ck,chinook,989.001042049150
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,72,ck,chinook,989.001042004656
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,74,ck,chinook,989.001038865789
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,71,ck,chinook,989.001038865810
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,75,ck,chinook,989.001042004646
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,75,ck,chinook,989.001038865787
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,75,ck,chinook,989.001042049061
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,70,ck,chinook,989.001038865756
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,70,ck,chinook,989.001042004690
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,80,ck,chinook,989.001042004711
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,70,ck,chinook,989.001042004698
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,80,ck,chinook,989.001042004669
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,68,ck,chinook,989.001042004661
2021-06-11,nanaimo,nanaimo,cedar bridge,beach seine,in-river,13.9,66,ck,chinook,989.001038748112
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,80,ck,chinook,989.001042004650
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,69,ck,chinook,989.001038865755
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,84,ck,chinook,989.001042004707
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,72,ck,chinook,989.001038865805
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,70,ck,chinook,989.001042049121
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,73,ck,chinook,989.001038865764
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,71,ck,chinook,989.001006674778
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,82,ck,chinook,989.001042004725
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,81,ck,chinook,989.001042049064
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,81,ck,chinook,989.001042049145
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,75,ck,chinook,989.001042049068
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,77,ck,chinook,989.001038865765
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,68,ck,chinook,989.001038865720
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,75,ck,chinook,989.001042049133
2021-06-07,nanaimo,nanaimo,jack point,beach seine,marine,13.8,64,ck,chinook,
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,76,ck,chinook,989.001042049132
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,72,ck,chinook,989.001006674801
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,73,ck,chinook,989.001042004667
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,71,ck,chinook,989.001038865811
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,74,ck,chinook,989.001042049139
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,70,ck,chinook,989.001042049092
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,74,ck,chinook,989.001038865760
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,74,ck,chinook,989.001042049142
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,80,ck,chinook,989.001042004732
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,72,ck,chinook,989.001042049120
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,66,ck,chinook,989.001038865777
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,74,ck,chinook,989.001042049084
2021-06-11,nanaimo,nanaimo,cedar bridge,beach seine,in-river,13.9,84,ck,chinook,989.001038748120
2022-05-26,nanaimo,nanaimo,living forest,beach seine,in-river,9.7,72,ck,chinook,989.001042049108
2021-06-04,nanaimo,nanaimo,living forest,beach seine,in-river,18,65,ck,chinook,989.001038748046
2021-06-11,nanaimo,nanaimo,cedar bridge,beach seine,in-river,13.9,66,ck,chinook,989.001038748107
2021-06-04,nanaimo,nanaimo,living forest,beach seine,in-river,18,73,ck,chinook,989.001038748062
2021-06-11,nanaimo,nanaimo,cedar bridge,beach seine,in-river,13.9,75,ck,chinook,989.001038748113
2021-06-02,nanaimo,nanaimo,cedar bridge,beach seine,in-river,16.9,71,ck,chinook,989.001038748087
2021-06-18,nanaimo,nanaimo,living forest,beach seine,in-river,17.5,67,ck,chinook,989.001038884848
2021-06-11,nanaimo,nanaimo,cedar bridge,beach seine,in-river,13.9,84,ck,chinook,989.001038748151
2021-06-18,nanaimo,nanaimo,living forest,beach seine,in-river,17.5,91,ck,chinook,989.001038886875
2022-06-23,nanaimo,nanaimo,living forest,beach seine,marine,13.5,79,ck,chinook,989.001041743938
2021-06-11,nanaimo,nanaimo,cedar bridge,beach seine,in-river,13.9,70,ck,chinook,989.001038748200
2021-06-11,nanaimo,nanaimo,cedar bridge,beach seine,in-river,13.9,76,ck,chinook,989.001038748161
2022-06-23,nanaimo,nanaimo,living forest,beach seine,marine,13.5,73,ck,chinook,989.001038885627
2021-06-18,nanaimo,nanaimo,living forest,beach seine,in-river,17.5,66,ck,chinook,989.001038884866
2021-06-18,nanaimo,nanaimo,living forest,beach seine,in-river,17.5,64,ck,chinook,989.001038886869
2021-06-11,nanaimo,nanaimo,cedar bridge,beach seine,in-river,13.9,88,ck,chinook,989.001038748205
2022-06-23,nanaimo,nanaimo,living forest,beach seine,marine,13.5,68,ck,chinook,989.001041743948
2022-06-23,nanaimo,nanaimo,living forest,beach seine,marine,13.5,80,ck,chinook,989.001041743975
2021-06-11,nanaimo,nanaimo,cedar bridge,beach seine,in-river,13.9,83,ck,chinook,989.001038748109
2021-06-04,nanaimo,nanaimo,living forest,beach seine,in-river,18,74,ck,chinook,989.001038748044
2022-06-23,nanaimo,nanaimo,living forest,beach seine,marine,13.5,68,ck,chinook,989.001041743923
2021-06-11,nanaimo,nanaimo,cedar bridge,beach seine,in-river,13.9,65,ck,chinook,989.001038748184
2022-06-23,nanaimo,nanaimo,living forest,beach seine,marine,13.5,67,ck,chinook,989.001041743954
2022-06-23,nanaimo,nanaimo,living forest,beach seine,marine,13.5,89,ck,chinook,989.001041743901
2021-06-11,nanaimo,nanaimo,cedar bridge,beach seine,in-river,13.9,76,ck,chinook,989.001038748148
2022-06-23,nanaimo,nanaimo,living forest,beach seine,marine,13.5,80,ck,chinook,989.001038885578
2021-06-04,nanaimo,nanaimo,living forest,beach seine,in-river,18,75,ck,chinook,989.001038748021
2021-06-11,nanaimo,nanaimo,cedar bridge,beach seine,in-river,13.9,72,ck,chinook,989.001038748174
2021-06-02,nanaimo,nanaimo,cedar bridge,beach seine,in-river,16.9,65,ck,chinook,989.001038748026
2022-06-23,nanaimo,nanaimo,living forest,beach seine,marine,13.5,74,ck,chinook,989.001041743939
2021-06-11,nanaimo,nanaimo,cedar bridge,beach seine,in-river,13.9,77,ck,chinook,989.001038748189
